id,state,type,name
AKC013,AK,county,Aleutians East
AKC016,AK,county,Aleutians West
AKC020,AK,county,Anchorage
AKC050,AK,county,Bethel
AKC060,AK,county,Bristol Bay
AKC063,AK,county,Chugach
AKC066,AK,county,Copper River
AKC068,AK,county,Denali
AKC070,AK,county,Dillingham
AKC090,AK,county,Fairbanks North Star
AKC100,AK,county,Haines
AKC105,AK,county,Hoonah-Angoon
AKC110,AK,county,Juneau
AKC122,AK,county,Kenai Peninsula
AKC130,AK,county,Ketchikan Gateway
AKC150,AK,county,Kodiak Island
AKC158,AK,county,Kusilvak
AKC164,AK,county,Lake and Peninsula
AKC170,AK,county,Matanuska-Susitna
AKC180,AK,county,Nome
AKC185,AK,county,North Slope
AKC188,AK,county,Northwest Arctic
AKC195,AK,county,Petersburg Borough
AKC198,AK,county,Prince of Wales-Hyder
AKC220,AK,county,Sitka
AKC230,AK,county,Skagway
AKC240,AK,county,Southeast Fairbanks
AKC275,AK,county,Wrangell
AKC282,AK,county,Yakutat
AKC290,AK,county,Yukon-Koyukuk
AKZ317,AK,fire,City and Borough of Yakutat
AKZ317,AK,public,City and Borough of Yakutat
AKZ318,AK,fire,Municipality of Skagway
AKZ318,AK,public,Municipality of Skagway
AKZ319,AK,fire,Haines Borough and Klukwan
AKZ319,AK,public,Haines Borough and Klukwan
AKZ320,AK,fire,Glacier Bay
AKZ320,AK,public,Glacier Bay
AKZ321,AK,fire,Eastern Chichagof Island
AKZ321,AK,public,Eastern Chichagof Island
AKZ322,AK,fire,Cape Fairweather to Lisianski Strait
AKZ322,AK,public,Cape Fairweather to Lisianski Strait
AKZ323,AK,fire,City and Borough of Sitka
AKZ323,AK,public,City and Borough of Sitka
AKZ324,AK,fire,Admiralty Island
AKZ324,AK,public,Admiralty Island
AKZ325,AK,fire,City and Borough of Juneau
AKZ325,AK,public,City and Borough of Juneau
AKZ326,AK,fire,Petersburg Borough
AKZ326,AK,public,Petersburg Borough
AKZ327,AK,fire,Western Kupreanof and Kuiu Island
AKZ327,AK,public,Western Kupreanof and Kuiu Island
AKZ328,AK,fire,Prince of Wales Island
AKZ328,AK,public,Prince of Wales Island
AKZ329,AK,fire,City and Borough of Wrangell
AKZ329,AK,public,City and Borough of Wrangell
AKZ330,AK,fire,Ketchikan Gateway Borough
AKZ330,AK,public,Ketchikan Gateway Borough
AKZ331,AK,fire,City of Hyder
AKZ331,AK,public,City of Hyder
AKZ332,AK,fire,Annette Island
AKZ332,AK,public,Annette Island
AKZ701,AK,fire,Anchorage
AKZ701,AK,public,Anchorage
AKZ702,AK,fire,Anchorage Hillside / Eagle River
AKZ702,AK,public,Anchorage Hillside / Eagle River
AKZ703,AK,fire,East Turnagain Arm
AKZ703,AK,public,East Turnagain Arm
AKZ704,AK,fire,Portage
AKZ704,AK,public,Portage
AKZ711,AK,fire,Lower Matanuska Valley
AKZ711,AK,public,Lower Matanuska Valley
AKZ712,AK,fire,Hatcher Pass
AKZ712,AK,public,Hatcher Pass
AKZ713,AK,fire,Sutton / Upper Matanuska Valley
AKZ713,AK,public,Sutton / Upper Matanuska Valley
AKZ714,AK,fire,Eureka / Tahneta Pass
AKZ714,AK,public,Eureka / Tahneta Pass
AKZ721,AK,fire,Southern Kachemak Bay
AKZ721,AK,public,Southern Kachemak Bay
AKZ722,AK,fire,SW Kenai Peninsula
AKZ722,AK,public,SW Kenai Peninsula
AKZ723,AK,fire,NW Kenai Peninsula
AKZ723,AK,public,NW Kenai Peninsula
AKZ724,AK,fire,Skilak Lake
AKZ724,AK,public,Skilak Lake
AKZ725,AK,fire,Southern Kenai Mtns
AKZ725,AK,public,Southern Kenai Mtns
AKZ726,AK,fire,Interior Kenai Peninsula
AKZ726,AK,public,Interior Kenai Peninsula
AKZ727,AK,fire,Turnagain Pass
AKZ727,AK,public,Turnagain Pass
AKZ728,AK,fire,West Prince William Sound & Whittier
AKZ728,AK,public,West Prince William Sound & Whittier
AKZ729,AK,fire,Tyonek
AKZ729,AK,public,Tyonek
AKZ731,AK,fire,Valdez
AKZ731,AK,public,Valdez
AKZ732,AK,fire,Thompson Pass
AKZ732,AK,public,Thompson Pass
AKZ735,AK,fire,Cordova
AKZ735,AK,public,Cordova
AKZ741,AK,fire,Northern Copper Valley
AKZ741,AK,public,Northern Copper Valley
AKZ742,AK,fire,Western Copper Valley
AKZ742,AK,public,Western Copper Valley
AKZ743,AK,fire,Central Copper Valley
AKZ743,AK,public,Central Copper Valley
AKZ744,AK,fire,Ernestine
AKZ744,AK,public,Ernestine
AKZ745,AK,fire,Western Susitna Valley
AKZ745,AK,public,Western Susitna Valley
AKZ746,AK,fire,Southern Susitna Valley
AKZ746,AK,public,Southern Susitna Valley
AKZ747,AK,fire,Central Susitna Valley
AKZ747,AK,public,Central Susitna Valley
AKZ748,AK,fire,Northern Susitna Valley
AKZ748,AK,public,Northern Susitna Valley
AKZ749,AK,fire,Southern Copper Valley
AKZ749,AK,public,Southern Copper Valley
AKZ750,AK,fire,Tok Cutoff
AKZ750,AK,public,Tok Cutoff
AKZ751,AK,fire,McCarthy
AKZ751,AK,public,McCarthy
AKZ752,AK,fire,Kuskokwim Valley West
AKZ752,AK,public,Kuskokwim Valley West
AKZ753,AK,fire,Kuskokwim Valley East
AKZ753,AK,public,Kuskokwim Valley East
AKZ754,AK,fire,Lime Village
AKZ754,AK,public,Lime Village
AKZ755,AK,fire,Kuskokwim Delta Coast and Nunivak Island
AKZ755,AK,public,Kuskokwim Delta Coast and Nunivak Island
AKZ756,AK,fire,Interior Kuskokwim Delta
AKZ756,AK,public,Interior Kuskokwim Delta
AKZ757,AK,fire,Western Capes
AKZ757,AK,public,Western Capes
AKZ761,AK,fire,Central Alaska Peninsula
AKZ761,AK,public,Central Alaska Peninsula
AKZ762,AK,fire,Northern Alaska Peninsula
AKZ762,AK,public,Northern Alaska Peninsula
AKZ763,AK,fire,Bristol Bay Borough (Naknek and King Salmon)
AKZ763,AK,public,Bristol Bay Borough (Naknek and King Salmon)
AKZ764,AK,fire,Northern Bristol Bay Coast
AKZ764,AK,public,Northern Bristol Bay Coast
AKZ765,AK,fire,Inland Bristol Bay
AKZ765,AK,public,Inland Bristol Bay
AKZ766,AK,fire,Lake Iliamna / Nila Vena / Nanvarpak
AKZ766,AK,public,Lake Iliamna / Nila Vena / Nanvarpak
AKZ771,AK,fire,Kodiak Island Northeast
AKZ771,AK,public,Kodiak Island Northeast
AKZ772,AK,fire,Kodiak Island Southwest
AKZ772,AK,public,Kodiak Island Southwest
AKZ773,AK,fire,Chignik
AKZ773,AK,public,Chignik
AKZ781,AK,fire,Southern Alaska Peninsula
AKZ781,AK,public,Southern Alaska Peninsula
AKZ785,AK,fire,Eastern Aleutians
AKZ785,AK,public,Eastern Aleutians
AKZ787,AK,fire,Central Aleutians
AKZ787,AK,public,Central Aleutians
AKZ791,AK,fire,Western Aleutians
AKZ791,AK,public,Western Aleutians
AKZ795,AK,fire,Pribilof Islands
AKZ795,AK,public,Pribilof Islands
AKZ801,AK,public,Western Arctic Coast
AKZ802,AK,public,Northwest Arctic Coast
AKZ803,AK,public,Northern Arctic Coast
AKZ804,AK,public,Central Beaufort Sea Coast
AKZ805,AK,public,Eastern Beaufort Sea Coast
AKZ806,AK,public,Western Arctic Plains
AKZ807,AK,public,Howard Pass and the Delong Mountains
AKZ808,AK,public,Central Arctic Plains
AKZ809,AK,public,Central Brooks Range
AKZ810,AK,public,Romanzof Mountains
AKZ811,AK,public,South Slopes Of The Eastern Brooks Range
AKZ812,AK,public,South Slopes Of The Central Brooks Range
AKZ813,AK,public,South Slopes of the Western Brooks Range
AKZ814,AK,public,Noatak Valley
AKZ815,AK,public,Kivalina and Red Dog Dock
AKZ816,AK,public,Lower Kobuk Valley
AKZ817,AK,public,Baldwin Peninsula
AKZ818,AK,public,Northern Seward Peninsula
AKZ819,AK,public,Upper Kobuk Valleys
AKZ820,AK,public,Shishmaref
AKZ821,AK,public,Bering Strait Coast
AKZ822,AK,public,Southern Seward Peninsula Coast
AKZ823,AK,public,Interior Seward Peninsula
AKZ824,AK,public,Eastern Norton Sound and Nulato Hills
AKZ825,AK,public,Yukon Delta Coast
AKZ826,AK,public,Lower Yukon River
AKZ827,AK,public,St Lawrence Island
AKZ828,AK,public,Lower Koyukuk Valley
AKZ829,AK,public,Middle Yukon Valley
AKZ830,AK,public,Lower Yukon and Innoko Valleys
AKZ831,AK,public,Upper Koyukuk Valley
AKZ832,AK,public,Dalton Highway Summits
AKZ833,AK,public,Yukon Flats
AKZ834,AK,public,White Mountains and High Terrain South of the Yukon River
AKZ835,AK,public,Fortymile Country
AKZ836,AK,public,Upper Tanana Valley
AKZ837,AK,public,Delta Junction
AKZ838,AK,public,Upper Chena River Valley
AKZ839,AK,public,Tanana Flats
AKZ840,AK,public,Eielson AFB and Salcha
AKZ841,AK,public,Goldstream Valley and Nenana Hills
AKZ842,AK,public,Chatanika River Valley
AKZ843,AK,public,Two Rivers
AKZ844,AK,public,Fairbanks Metro Area
AKZ845,AK,public,Nenana
AKZ846,AK,public,Central Interior
AKZ847,AK,public,Northern Denali Borough
AKZ848,AK,public,Southern Denali Borough
AKZ849,AK,public,Eastern Alaska Range North of Trims Camp
AKZ850,AK,public,Eastern Alaska Range South of Trims Camp
AKZ851,AK,public,North Slopes of the Western Alaska Range
AKZ852,AK,public,Upper Kuskokwim Valley
AKZ901,AK,fire,Western Arctic Coast
AKZ902,AK,fire,Northwest Arctic Coast
AKZ903,AK,fire,Northern Arctic Coast
AKZ904,AK,fire,Central Beaufort Sea Coast
AKZ905,AK,fire,Eastern Beaufort Sea Coast
AKZ906,AK,fire,Western Arctic Plains
AKZ907,AK,fire,Howard Pass and the Delong Mountains
AKZ908,AK,fire,Central Arctic Plains
AKZ909,AK,fire,Central Brooks Range
AKZ910,AK,fire,Romanzof Mountains
AKZ911,AK,fire,South Slopes Of The Eastern Brooks Range
AKZ912,AK,fire,South Slopes Of The Central Brooks Range
AKZ913,AK,fire,South Slopes of the Western Brooks Range
AKZ914,AK,fire,Noatak Valley
AKZ915,AK,fire,Kivalina and Red Dog Dock
AKZ916,AK,fire,Lower Kobuk Valley
AKZ917,AK,fire,Baldwin Peninsula
AKZ918,AK,fire,Northern Seward Peninsula
AKZ919,AK,fire,Upper Kobuk Valleys
AKZ920,AK,fire,Shishmaref
AKZ921,AK,fire,Bering Strait Coast
AKZ922,AK,fire,Southern Seward Peninsula Coast
AKZ923,AK,fire,Interior Seward Peninsula
AKZ924,AK,fire,Eastern Norton Sound and Nulato Hills
AKZ925,AK,fire,Yukon Delta Coast
AKZ926,AK,fire,Lower Yukon River
AKZ927,AK,fire,St Lawrence Island
AKZ928,AK,fire,Lower Koyukuk Valley
AKZ929,AK,fire,Middle Yukon Valley
AKZ930,AK,fire,Lower Yukon and Innoko Valleys
AKZ931,AK,fire,Upper Koyukuk Valley
AKZ932,AK,fire,Dalton Highway Summits
AKZ933,AK,fire,Yukon Flats
AKZ934,AK,fire,White Mountains and High Terrain South of the Yukon River
AKZ935,AK,fire,Fortymile Country
AKZ936,AK,fire,Upper Tanana Valley
AKZ937,AK,fire,Delta Junction
AKZ938,AK,fire,Upper Chena River Valley
AKZ939,AK,fire,Tanana Flats
AKZ940,AK,fire,Eielson AFB and Salcha
AKZ941,AK,fire,Goldstream Valley and Nenana Hills
AKZ942,AK,fire,Chatanika River Valley
AKZ943,AK,fire,Two Rivers
AKZ944,AK,fire,Fairbanks Metro Area
AKZ945,AK,fire,Nenana
AKZ946,AK,fire,Central Interior
AKZ947,AK,fire,Northern Denali Borough
AKZ948,AK,fire,Southern Denali Borough
AKZ949,AK,fire,Eastern Alaska Range North of Trims Camp
AKZ950,AK,fire,Eastern Alaska Range South of Trims Camp
AKZ951,AK,fire,North Slopes of the Western Alaska Range
AKZ952,AK,fire,Upper Kuskokwim Valley
AKZ953,AK,fire,Eastern Delta Junction
ALC001,AL,county,Autauga
ALC003,AL,county,Baldwin
ALC005,AL,county,Barbour
ALC007,AL,county,Bibb
ALC009,AL,county,Blount
ALC011,AL,county,Bullock
ALC013,AL,county,Butler
ALC015,AL,county,Calhoun
ALC017,AL,county,Chambers
ALC019,AL,county,Cherokee
ALC021,AL,county,Chilton
ALC023,AL,county,Choctaw
ALC025,AL,county,Clarke
ALC027,AL,county,Clay
ALC029,AL,county,Cleburne
ALC031,AL,county,Coffee
ALC033,AL,county,Colbert
ALC035,AL,county,Conecuh
ALC037,AL,county,Coosa
ALC039,AL,county,Covington
ALC041,AL,county,Crenshaw
ALC043,AL,county,Cullman
ALC045,AL,county,Dale
ALC047,AL,county,Dallas
ALC049,AL,county,DeKalb
ALC051,AL,county,Elmore
ALC053,AL,county,Escambia
ALC055,AL,county,Etowah
ALC057,AL,county,Fayette
ALC059,AL,county,Franklin
ALC061,AL,county,Geneva
ALC063,AL,county,Greene
ALC065,AL,county,Hale
ALC067,AL,county,Henry
ALC069,AL,county,Houston
ALC071,AL,county,Jackson
ALC073,AL,county,Jefferson
ALC075,AL,county,Lamar
ALC077,AL,county,Lauderdale
ALC079,AL,county,Lawrence
ALC081,AL,county,Lee
ALC083,AL,county,Limestone
ALC085,AL,county,Lowndes
ALC087,AL,county,Macon
ALC089,AL,county,Madison
ALC091,AL,county,Marengo
ALC093,AL,county,Marion
ALC095,AL,county,Marshall
ALC097,AL,county,Mobile
ALC099,AL,county,Monroe
ALC101,AL,county,Montgomery
ALC103,AL,county,Morgan
ALC105,AL,county,Perry
ALC107,AL,county,Pickens
ALC109,AL,county,Pike
ALC111,AL,county,Randolph
ALC113,AL,county,Russell
ALC115,AL,county,St. Clair
ALC117,AL,county,Shelby
ALC119,AL,county,Sumter
ALC121,AL,county,Talladega
ALC123,AL,county,Tallapoosa
ALC125,AL,county,Tuscaloosa
ALC127,AL,county,Walker
ALC129,AL,county,Washington
ALC131,AL,county,Wilcox
ALC133,AL,county,Winston
ALZ001,AL,fire,Lauderdale
ALZ001,AL,public,Lauderdale
ALZ002,AL,fire,Colbert
ALZ002,AL,public,Colbert
ALZ003,AL,fire,Franklin
ALZ003,AL,public,Franklin
ALZ004,AL,fire,Lawrence
ALZ004,AL,public,Lawrence
ALZ005,AL,fire,Limestone
ALZ005,AL,public,Limestone
ALZ006,AL,fire,Madison
ALZ006,AL,public,Madison
ALZ007,AL,fire,Morgan
ALZ007,AL,public,Morgan
ALZ008,AL,fire,Marshall
ALZ008,AL,public,Marshall
ALZ009,AL,fire,Jackson
ALZ009,AL,public,Jackson
ALZ010,AL,fire,DeKalb
ALZ010,AL,public,DeKalb
ALZ011,AL,fire,Marion
ALZ011,AL,public,Marion
ALZ012,AL,fire,Lamar
ALZ012,AL,public,Lamar
ALZ013,AL,fire,Fayette
ALZ013,AL,public,Fayette
ALZ014,AL,fire,Winston
ALZ014,AL,public,Winston
ALZ015,AL,fire,Walker
ALZ015,AL,public,Walker
ALZ016,AL,fire,Cullman
ALZ016,AL,public,Cullman
ALZ017,AL,fire,Blount
ALZ017,AL,public,Blount
ALZ018,AL,fire,Etowah
ALZ018,AL,public,Etowah
ALZ019,AL,fire,Calhoun
ALZ019,AL,public,Calhoun
ALZ020,AL,fire,Cherokee
ALZ020,AL,public,Cherokee
ALZ021,AL,fire,Cleburne
ALZ021,AL,public,Cleburne
ALZ022,AL,fire,Pickens
ALZ022,AL,public,Pickens
ALZ023,AL,fire,Tuscaloosa
ALZ023,AL,public,Tuscaloosa
ALZ024,AL,fire,Jefferson
ALZ024,AL,public,Jefferson
ALZ025,AL,fire,Shelby
ALZ025,AL,public,Shelby
ALZ026,AL,fire,St. Clair
ALZ026,AL,public,St. Clair
ALZ027,AL,fire,Talladega
ALZ027,AL,public,Talladega
ALZ028,AL,fire,Clay
ALZ028,AL,public,Clay
ALZ029,AL,fire,Randolph
ALZ029,AL,public,Randolph
ALZ030,AL,fire,Sumter
ALZ030,AL,public,Sumter
ALZ031,AL,fire,Greene
ALZ031,AL,public,Greene
ALZ032,AL,fire,Hale
ALZ032,AL,public,Hale
ALZ033,AL,fire,Perry
ALZ033,AL,public,Perry
ALZ034,AL,fire,Bibb
ALZ034,AL,public,Bibb
ALZ035,AL,fire,Chilton
ALZ035,AL,public,Chilton
ALZ036,AL,fire,Coosa
ALZ036,AL,public,Coosa
ALZ037,AL,fire,Tallapoosa
ALZ037,AL,public,Tallapoosa
ALZ038,AL,fire,Chambers
ALZ038,AL,public,Chambers
ALZ039,AL,fire,Marengo
ALZ039,AL,public,Marengo
ALZ040,AL,fire,Dallas
ALZ040,AL,public,Dallas
ALZ041,AL,fire,Autauga
ALZ041,AL,public,Autauga
ALZ042,AL,fire,Lowndes
ALZ042,AL,public,Lowndes
ALZ043,AL,fire,Elmore
ALZ043,AL,public,Elmore
ALZ044,AL,fire,Montgomery
ALZ044,AL,public,Montgomery
ALZ045,AL,fire,Macon
ALZ045,AL,public,Macon
ALZ046,AL,fire,Bullock
ALZ046,AL,public,Bullock
ALZ047,AL,fire,Lee
ALZ047,AL,public,Lee
ALZ048,AL,fire,Russell
ALZ048,AL,public,Russell
ALZ049,AL,fire,Pike
ALZ049,AL,public,Pike
ALZ050,AL,fire,Barbour
ALZ050,AL,public,Barbour
ALZ051,AL,fire,Choctaw
ALZ051,AL,public,Choctaw
ALZ052,AL,fire,Washington
ALZ052,AL,public,Washington
ALZ053,AL,fire,Clarke
ALZ053,AL,public,Clarke
ALZ054,AL,fire,Wilcox
ALZ054,AL,public,Wilcox
ALZ055,AL,fire,Monroe
ALZ055,AL,public,Monroe
ALZ056,AL,fire,Conecuh
ALZ056,AL,public,Conecuh
ALZ057,AL,fire,Butler
ALZ057,AL,public,Butler
ALZ058,AL,fire,Crenshaw
ALZ058,AL,public,Crenshaw
ALZ059,AL,fire,Escambia
ALZ059,AL,public,Escambia
ALZ060,AL,fire,Covington
ALZ060,AL,public,Covington
ALZ065,AL,fire,Coffee
ALZ065,AL,public,Coffee
ALZ066,AL,fire,Dale
ALZ066,AL,public,Dale
ALZ067,AL,fire,Henry
ALZ067,AL,public,Henry
ALZ068,AL,fire,Geneva
ALZ068,AL,public,Geneva
ALZ069,AL,fire,Houston
ALZ069,AL,public,Houston
ALZ261,AL,fire,Mobile Inland
ALZ261,AL,public,Mobile Inland
ALZ262,AL,fire,Baldwin Inland
ALZ262,AL,public,Baldwin Inland
ALZ263,AL,fire,Mobile Central
ALZ263,AL,public,Mobile Central
ALZ264,AL,fire,Baldwin Central
ALZ264,AL,public,Baldwin Central
ALZ265,AL,fire,Mobile Coastal
ALZ265,AL,public,Mobile Coastal
ALZ266,AL,fire,Baldwin Coastal
ALZ266,AL,public,Baldwin Coastal
AMZ040,,offshore,Caribbean Nof 18N W of 85W including Yucatan Basin
AMZ041,,offshore,Caribbean N of 20N E of 85W
AMZ042,,offshore,Caribbean from 18N-20N between 80W-85W including Cayman Basin
AMZ043,,offshore,Caribbean from 18N-20N between 76W-80W
AMZ044,,offshore,Caribbean approaches to the Windward Passage
AMZ045,,offshore,Gulf of Honduras
AMZ046,,offshore,Caribbean from 15N to 18N between 80W and 85W
AMZ047,,offshore,Caribbean from 15N to 18N between 76W and 80W
AMZ048,,offshore,Caribbean from 15N to 18N between 72W and 76W
AMZ049,,offshore,Caribbean N of 15N between 68W and 72W
AMZ050,,offshore,Caribbean N of 15N between 64W and 68W
AMZ051,,offshore,Offshore Waters Leeward Islands
AMZ052,,offshore,Tropical N Atlantic from 15N to 19N between 55W and 60W
AMZ053,,offshore,W Central Caribbean from 11N to 15N W of 80W
AMZ054,,offshore,Caribbean from 11N to 15N between 76W and 80W including Colombia Basin
AMZ055,,offshore,Caribbean from 11N to 15N between 72W and 76W
AMZ056,,offshore,Caribbean S of 15N between 68W and 72W
AMZ057,,offshore,Caribbean S of 15N between 64W and 68W including Venezuela Basin
AMZ058,,offshore,Offshore Waters Windward Islands including Trinidad and Tobago
AMZ059,,offshore,Tropical N Atlantic from 11N and 15N between 55W and 60W
AMZ060,,offshore,SW Caribbean S of 11N W of 80W
AMZ061,,offshore,SW Caribbean S of 11N E of 80W including the approaches to the Panama Canal
AMZ062,,offshore,Tropical N Atlantic from 7N and 11N between 55W and 60W
AMZ063,,offshore,Atlantic from 29N to 31N W of 77W
AMZ064,,offshore,Atlantic from 29N to 31N between 74W and 77W
AMZ065,,offshore,Atlantic from 29N to 31N between 70W and 74W
AMZ066,,offshore,Atlantic from 29N to 31N between 65W and 70W
AMZ067,,offshore,Atlantic from 29N to 31N between 60W and 65W
AMZ068,,offshore,Atlantic from 29N to 31N between 55W and 60W
AMZ069,,offshore,Atlantic from 27N to 29N W of 77W
AMZ070,,offshore,Atlantic from 27N to 29N between 74W and 77W
AMZ071,,offshore,Atlantic from 27N to 29N between 70W and 74W
AMZ072,,offshore,Atlantic from 27N to 29N between 65W and 70W
AMZ073,,offshore,Atlantic from 27N to 29N between 60W and 65W
AMZ074,,offshore,Atlantic from 27N to 29N between 55W and 60W
AMZ075,,offshore,Northern Bahamas from 24N to 27N
AMZ076,,offshore,Atlantic from 22N to 27N E of Bahamas to 70W
AMZ077,,offshore,Atlantic from 22N to 27N between 65W and 70W
AMZ078,,offshore,Atlantic from 25N to 27N between 60W and 65W
AMZ079,,offshore,Atlantic from 25N to 27N between 55W and 60W
AMZ080,,offshore,Central Bahamas including Cay Sal Bank
AMZ081,,offshore,Atlantic from 22N to 25N E of Bahamas to 70W
AMZ082,,offshore,Atlantic from 22N to 25N between 65W and 70W
AMZ083,,offshore,Atlantic from 22N to 25N between 60W and 65W
AMZ084,,offshore,Atlantic from 22N to 25N between 55W and 60W
AMZ085,,offshore,Atlantic S of 22N W of 70W including approaches to the Windward Passage
AMZ086,,offshore,Atlantic S of 22N between 65W and 70W including Puerto Rico Trench
AMZ087,,offshore,Atlantic from 19N to 22N between 60W and 65W
AMZ088,,offshore,Atlantic from 19N to 22N between 55W and 60W
AMZ131,,coastal,Alligator River
AMZ135,,coastal,Pamlico Sound
AMZ136,,coastal,Pamlico and Pungo Rivers
AMZ137,,coastal,Neuse and Bay Rivers
AMZ150,,coastal,S of Currituck Beach Light NC to Oregon Inlet NC out to 20 nm
AMZ152,,coastal,S of Oregon Inlet NC to Cape Hatteras NC out to 20 nm
AMZ154,,coastal,S of Cape Hatteras NC to Ocracoke Inlet NC out to 20 nm
AMZ156,,coastal,S of Ocracoke Inlet NC to Cape Lookout NC out to 20 nm
AMZ158,,coastal,S of Cape Lookout NC to Surf City NC out to 20 nm
AMZ170,,coastal,Waters from Currituck Beach Light to Oregon Inlet NC from 20 to 40 nm
AMZ172,,coastal,Waters from Oregon Inlet to Cape Hatteras NC from 20 to 40 nm
AMZ174,,coastal,Waters from Cape Hatteras to Ocracoke Inlet NC from 20 to 40 nm
AMZ176,,coastal,Waters fromOcracoke Inlet to Cape Lookout NC from 20 to 40 nm
AMZ178,,coastal,Waters from Cape Lookout  to Surf City NC from 20 to 40 nm
AMZ230,,coastal,Albemarle Sound
AMZ231,,coastal,Croatan and Roanoke Sounds
AMZ250,,coastal,Coastal waters from Surf City to Cape Fear NC out 20 nm
AMZ252,,coastal,Coastal waters from Cape Fear NC to Little River Inlet SC out 20 nm
AMZ254,,coastal,Coastal waters from Little River Inlet to Murrells Inlet SC out 20 nm
AMZ256,,coastal,Coastal waters from Murrells Inlet to South Santee River SC out 20 nm
AMZ270,,coastal,Waters from Surf City to Cape Fear NC from 20 to 40 nm
AMZ272,,coastal,Waters from Cape Fear NC to Little River Inlet SC from 20 to 40 nm
AMZ274,,coastal,Waters from Little River Inlet to Murrells Inlet SC from 20 to 40 nm
AMZ276,,coastal,Waters from Murrells Inlet NC to South Santee River SC from 20 to 40 nm
AMZ330,,coastal,Charleston Harbor
AMZ350,,coastal,Coastal waters from South Santee River to Edisto Beach SC out 20 nm
AMZ352,,coastal,Coastal waters from Edisto Beach SC to Savannah GA out 20 nm
AMZ354,,coastal,Coastal waters from Savannah GA to Altamaha Sound GA out 20 nm ...including Grays Reef National Marine Sanctuary
AMZ370,,coastal,Waters from South Santee River SC to Edisto Beach SC extending from 20 nm to 40 nm
AMZ372,,coastal,Waters from Edisto Beach SC to Savannah GA extending from 20 nm to 40 nm
AMZ374,,coastal,Waters from Savannah GA to Altamaha Sound GA extending from 20 nm to 60 nm
AMZ450,,coastal,Coastal waters from Altamaha Sound to Fernandina Beach FL out 20 NM
AMZ452,,coastal,Coastal waters from Fernandina Beach to St. Augustine FL out 20 NM
AMZ454,,coastal,Coastal waters from St. Augustine to Flagler Beach FL out 20 NM
AMZ470,,coastal,Waters from Altamaha Sound GA to Fernandina Beach FL from 20 to 60 NM
AMZ472,,coastal,Waters from Fernandina Beach to St. Augustine FL from 20 to 60 NM
AMZ474,,coastal,Waters from St. Augustine to Flagler Beach FL from 20 to 60 NM
AMZ550,,coastal,Flagler Beach to Volusia-Brevard County Line 0-20 nm
AMZ552,,coastal,Volusia-Brevard County Line to Sebastian Inlet 0-20 nm
AMZ555,,coastal,Sebastian Inlet to Jupiter Inlet 0-20 nm
AMZ570,,coastal,Flagler Beach to Volusia-Brevard County Line 20-60 nm
AMZ572,,coastal,Volusia-Brevard County Line to Sebastian Inlet 20-60 nm
AMZ575,,coastal,Sebastian Inlet to Jupiter Inlet 20-60 nm
AMZ610,,coastal,Lake Okeechobee
AMZ630,,coastal,Biscayne Bay
AMZ650,,coastal,Coastal waters from Jupiter Inlet to Deerfield Beach FL out 20 NM
AMZ651,,coastal,Coastal waters from Deerfield Beach to Ocean Reef FL out 20 NM
AMZ670,,coastal,Waters from Jupiter Inlet to Deerfield Beach FL from 20 to 60 NM
AMZ671,,coastal,Waters from Deerfield Beach to Ocean Reef FL from 20 to 60 NM excluding the territorial waters of Bahamas
AMZ711,,coastal,Atlantic Waters of Puerto Rico AND USVI from 10 NM to 19.5N
AMZ712,,coastal,Coastal Waters of Northern Puerto Rico out 10 NM
AMZ716,,coastal,Coastal Waters from Cabo San Juan to the waters between Anegada Island and Virgin Gorda and North 10 NM
AMZ723,,coastal,Anegada Passage east of Virgin Gorda and Saint Croix south to 17N
AMZ726,,coastal,"Coastal Waters east of Puerto Rico, around Vieques, and around and just north of Culebra and Saint John"
AMZ733,,coastal,"Caribbean Waters of Puerto Rico from 10 NM to 17N, including the Coastal Waters of Saint Croix"
AMZ735,,coastal,Coastal Waters of Southern Puerto Rico out 10 NM
AMZ741,,coastal,Mona Passage Southward to 17N
AMZ742,,coastal,Coastal Waters OF Northwestern Puerto Rico out 10 NM
AMZ745,,coastal,Coastal Waters OF Southwestern Puerto Rico out 10 NM
ANZ050,,coastal,"Coastal Waters from Eastport, ME to Schoodic Point, ME out 25 NM"
ANZ051,,coastal,"Coastal Waters from Schoodic Point, ME to Stonington, ME out 25 NM"
ANZ052,,coastal,"Intra Coastal Waters from Schoodic Point, ME to Stonington, ME"
ANZ070,,coastal,"Waters from Eastport ME to Schoodic Point, ME from 25 to 40 nm"
ANZ071,,coastal,"Waters from Schoodic Point, ME to Stonington ME from 25 to 40 nm"
ANZ150,,coastal,"Coastal Waters from Stonington, ME to Port Clyde, ME out 25 NM"
ANZ151,,coastal,Penobscot Bay
ANZ152,,coastal,"Coastal Waters from Port Clyde, ME to Cape Elizabeth, ME out 25 NM"
ANZ153,,coastal,Casco Bay
ANZ154,,coastal,"Coastal Waters from Cape Elizabeth, ME to Merrimack River, MA out 25 NM"
ANZ170,,coastal,Waters from Stonington ME to Port Clyde ME from 25 to 40 nm
ANZ172,,coastal,Waters from Port Clyde ME to Cape Elizabeth ME from 25 to 40 nm
ANZ174,,coastal,Waters from Cape Elizabeth ME to Merrimack River MA from 25 to 40 nm
ANZ230,,coastal,Boston Harbor
ANZ231,,coastal,Cape Cod Bay
ANZ232,,coastal,Nantucket Sound
